Obat E Katalog;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;KETOKENAZOLE TAB 200 MG;TAB;0.00;2050.00;0.00;;;2050.00;;;0.00;0.00;;320.00;;;;;2050.00;;;;2050.00;0.00;656000.00;0.00;0.00;0.00;656000.00;
134;KETOROLAC INJ 30 MG 1 ML;AMPUL;0.00;0.00;;3840.00;;3840.00;;;0.00;669.00;;;;1390.00;;;;;3171.00;;3171.00;0.00;0.00;0.00;4407690.00;0.00;4407690.00;
135;KLORAMFENIKOL CAPS 250 MG;KAPSUL;0.00;1300.00;0.00;;;1300.00;;;0.00;350.00;;261.00;;;;;950.00;;;;950.00;0.00;247950.00;0.00;0.00;0.00;247950.00;
136;KLORAMFENIKOL SYR 125 MG;BTL60ML;0.00;;0.00;32.00;;32.00;;;0.00;0.00;;4050.00;;5170.00;;;;;32.00;;32.00;0.00;0.00;0.00;165440.00;0.00;165440.00;
137;KLORAMFENIKOL SALEP MATA;TUBE;;;;;47.00;47.00;;;0.00;0.00;;;;;2013.00;;;;;47.00;47.00;0.00;0.00;0.00;0.00;94611.00;94611.00;
138;KOLOID HES INFUS 6% (VOLUVEN 6%);BTL;0.00;;;2.00;;2.00;;;0.00;2.00;;;24684.00;22319.00;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
139;KALIUM KLORIDA TAB (KSR 600 MG);TAB;;;;;500.00;500.00;;;0.00;0.00;;;;;1755.00;;;;;500.00;500.00;0.00;0.00;0.00;0.00;877500.00;877500.00;
140;KCL;BTl/25ML;0.00;;19.00;;6.00;25.00;;;0.00;3.00;;;3099.00;;3223.00;;;16.00;;6.00;22.00;0.00;0.00;49584.00;0.00;19338.00;68922.00;
141;Ka-En 1B;BTL;;;;;120.00;120.00;;;0.00;0.00;;;;;10200.00;;;;;120.00;120.00;0.00;0.00;0.00;0.00;1224000.00;1224000.00;
142;Ka-En3B L-INF OTSU;BTL;0.00;0.00;49.00;750.00;;799.00;;;0.00;84.00;;;10049.60;10285.00;;;;;715.00;;715.00;0.00;0.00;0.00;7353775.00;0.00;7353775.00;
143;Ka-EnMG3 L-INF OTSU;BTL;771.00;600.00;0.00;;;1371.00;;;0.00;106.00;20900.00;10083.00;;;;665.00;600.00;;;;1265.00;13898500.00;6049800.00;0.00;0.00;0.00;19948300.00;
144;KIDMIN;BTL 200ML;0.00;0.00;;13.00;33.00;46.00;;;0.00;2.00;;;;49220.00;50697.00;;;;11.00;33.00;44.00;0.00;0.00;0.00;541420.00;1673001.00;2214421.00;
145;LANSOPRAZOLE INJ 30 MG (PROSGAN);VIAL;;;;;24.00;24.00;;;0.00;0.00;;;;;92040.00;;;;;24.00;24.00;0.00;0.00;0.00;0.00;2208960.00;2208960.00;
146;LAPIFED TAB;TAB;;;;100.00;;100.00;;;0.00;0.00;;;;2900.00;;;;;100.00;;100.00;0.00;0.00;0.00;290000.00;0.00;290000.00;
147;LEVOTIROKSIN (EUTHIROX 100);TAB;0.00;;0.00;200.00;2000.00;2200.00;;;0.00;0.00;;;;1178.00;1021.00;;;;200.00;2000.00;2200.00;0.00;0.00;0.00;235600.00;2042000.00;2277600.00;
148;LEVOTIROKSIN (EUTHIROX 50);TAB;;;;200.00;;200.00;;;0.00;0.00;;;;719.00;;;;;200.00;;200.00;0.00;0.00;0.00;143800.00;0.00;143800.00;
149;LEVOFLOKSACIN 500 MG;TAB;0.00;0.00;;1350.00;;1350.00;;;0.00;84.00;;;;702.00;;;;;1266.00;;1266.00;0.00;0.00;0.00;888732.00;0.00;888732.00;
150;LEVOFLOKSACIN INF 5 MG/100 ML;BTL/100ML;0.00;;;100.00;;100.00;;;0.00;2.00;;;31898.00;26879.00;;;;;98.00;;98.00;0.00;0.00;0.00;2634142.00;0.00;2634142.00;
151;LEVOFLOXACIN TTS MATA (OPTIFLOX);BTL;;;;696.00;;696.00;;;0.00;0.00;;;;21460.00;;;;;696.00;;696.00;0.00;0.00;0.00;14936160.00;0.00;14936160.00;
152;LIDOCAIN INJ 2% COMP;AMPUL;0.00;0.00;;415.00;;415.00;;;0.00;0.00;;;2215.00;2327.00;;;;;415.00;;415.00;0.00;0.00;0.00;965705.00;0.00;965705.00;
153;LOPERAMID;TAB;0.00;0.00;0.00;800.00;;800.00;;;0.00;0.00;;;;91.00;;;;;800.00;;800.00;0.00;0.00;0.00;72800.00;0.00;72800.00;
154;MARTOS 10 OTSU;BTL;;;;;99.00;99.00;;;0.00;0.00;;;;;32033.00;;;;;99.00;99.00;0.00;0.00;0.00;0.00;3171267.00;3171267.00;
155;MEBENDAZOLE 500MG TAB (VERMOX);TAB;0.00;62.00;0.00;;;62.00;;;0.00;0.00;;7854.00;;;;;62.00;;;;62.00;0.00;486948.00;0.00;0.00;0.00;486948.00;
156;"MEROPENEM INJ 0;5 GR";VIAL;;;;;;0.00;120.00;;120.00;20.00;;;;;25866.00;;;;;100.00;100.00;0.00;0.00;0.00;0.00;2586600.00;2586600.00;
157;"METILERGOMETRIN MALEAT TAB 0;125 MG";TAB;;;;;;0.00;1000.00;;1000.00;105.00;;;;;253.00;;;;;895.00;895.00;0.00;0.00;0.00;0.00;226435.00;226435.00;
158;METILPREDNISOLON TAB 4 MG;TAB;0.00;0.00;;19600.00;;19600.00;;;0.00;1800.00;;;;170.00;;;;;17800.00;;17800.00;0.00;0.00;0.00;3026000.00;0.00;3026000.00;
159;METILPREDNISOLON TAB 16 MG;TAB;;;;;2300.00;2300.00;;;0.00;0.00;;;;;597.00;;;;;2300.00;2300.00;0.00;0.00;0.00;0.00;1373100.00;1373100.00;
160;METILPREDNISOLON 125  MG INJ;VIAL;;;;;701.00;701.00;;;0.00;61.00;;;;;11449.00;;;;;640.00;640.00;0.00;0.00;0.00;0.00;7327360.00;7327360.00;
161;METILPREDNISOLON 500  MG INJ;VIAL;0.00;0.00;111.00;;;111.00;;;0.00;0.00;;;77920.00;;;;;111.00;;;111.00;0.00;0.00;8649120.00;0.00;0.00;8649120.00;
162;METFORMIN TAB 500 MG;TAB;0.00;0.00;0.00;21000.00;;21000.00;;;0.00;560.00;;;;113.00;;;;;20440.00;;20440.00;0.00;0.00;0.00;2309720.00;0.00;2309720.00;
163;METILDOPA TAB 250 MG (DOPAMET);TAB;;;;200.00;;200.00;;;0.00;0.00;;;;1096.00;;;;;200.00;;200.00;0.00;0.00;0.00;219200.00;0.00;219200.00;
164;METOCLOPRAMIDE DROPS (MEPRAMIDE);BTL;;;;49.00;;49.00;;;0.00;0.00;;;;4760.00;;;;;49.00;;49.00;0.00;0.00;0.00;233240.00;0.00;233240.00;
165;METOCLOPRAMIDE TAB 10 MG TAB;BTL;;;;;1200.00;1200.00;;;0.00;0.00;;;;;87.00;;;;;1200.00;1200.00;0.00;0.00;0.00;0.00;104400.00;104400.00;
166;METOCLOPRAMIDE TAB 5 MG TAB;BTL;;;;;1200.00;1200.00;;;0.00;70.00;;;;;129.00;;;;;1130.00;1130.00;0.00;0.00;0.00;0.00;145770.00;145770.00;
167;METRONIDAZOLE INF;BTL/100ML;0.00;0.00;;;1962.00;1962.00;;;0.00;271.00;;;;11100.00;8250.00;;;;;1691.00;1691.00;0.00;0.00;0.00;0.00;13950750.00;13950750.00;
168;METRONIDAZOL OVULA (VAGIZOL OVULA);SUPPO;0.00;0.00;100.00;;;100.00;;;0.00;0.00;;;4920.00;;;;;100.00;;;100.00;0.00;0.00;492000.00;0.00;0.00;492000.00;
169;METRONIDAZOLE SYR 125 MG/5ML;BTL;;;;32.00;;32.00;;;0.00;0.00;;;;3800.00;;;;;32.00;;32.00;0.00;0.00;0.00;121600.00;0.00;121600.00;
170;MEYLON 84;BTL25ML;;110.00;10.00;;;120.00;;;0.00;0.00;6820.00;6820.00;6200.00;;;;110.00;10.00;;;120.00;0.00;750200.00;62000.00;0.00;0.00;812200.00;
171;MgSO4;BTL 25 ML;;;;53.00;;53.00;;;0.00;6.00;;;;3650.00;;;;;47.00;;47.00;0.00;0.00;0.00;171550.00;0.00;171550.00;
172;"MOKSIFLOKSASIN TTS MATA 0;5% (VIGAMOX)";BTL;;;;466.00;;466.00;;;0.00;0.00;;;;81000.00;;;;;466.00;;466.00;0.00;0.00;0.00;37746000.00;0.00;37746000.00;
173;"NaCL 0;9% L-INFUS 500ML";BTL;0.00;;;1763.00;;1763.00;;;0.00;747.00;;;;6410.00;;;;;1016.00;;1016.00;0.00;0.00;0.00;6512560.00;0.00;6512560.00;
174;NATRIUM DICLOFENAT 25 MG;TAB;0.00;0.00;;5000.00;;5000.00;;;0.00;1429.00;;;178.00;160.00;;;;;3571.00;;3571.00;0.00;0.00;0.00;571360.00;0.00;571360.00;
175;NEPHROSTERIL INFUS;BTL;;;;9.00;;9.00;;;0.00;0.00;;;;45870.00;;;;;9.00;;9.00;0.00;0.00;0.00;412830.00;0.00;412830.00;
176;NICARDIPINE INJ 10 MG;AMPUL;;;;;;0.00;40.00;;40.00;0.00;;;;;24000.00;;;;;40.00;40.00;0.00;0.00;0.00;0.00;960000.00;960000.00;
177;NISTATIN VAG TAB 500.00IU;TAB;0.00;;0.00;500.00;;500.00;;;0.00;0.00;;704.00;;919.00;;;;;500.00;;500.00;0.00;0.00;0.00;459500.00;0.00;459500.00;
178;NISTATIN VAG TAB 100.00IU;TAB;0.00;85.00;200.00;300.00;;585.00;;;0.00;0.00;;528.00;628.00;654.00;;;85.00;200.00;300.00;;585.00;0.00;44880.00;125600.00;196200.00;0.00;366680.00;
179;NIFEDIPIN TAB 10 MG;TAB;0.00;;2900.00;700.00;;3600.00;;;0.00;0.00;;;129.00;123.00;;;;2900.00;700.00;;3600.00;0.00;0.00;374100.00;86100.00;0.00;460200.00;
180;NIFEDIPIN TAB 20 MG (ADALAT OROS 20);TAB;0.00;0.00;0.00;150.00;;150.00;;;0.00;0.00;;;;3285.00;;;;;150.00;;150.00;0.00;0.00;0.00;492750.00;0.00;492750.00;
181;NIFEDIPIN TAB 30 MG (ADALAT OROS 30);TAB;0.00;;0.00;30.00;;30.00;;;0.00;30.00;;;;3645.00;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
182;"NITROGLISERIN CAP 2;5 (NITROKAF RETARD)";KAP;;;;200.00;;200.00;;;0.00;0.00;;;;1800.00;;;;;200.00;;200.00;0.00;0.00;0.00;360000.00;0.00;360000.00;
183;NORETISTERON TAB 5 MG (NORESTIL);TAB;0.00;;0.00;150.00;;150.00;;;0.00;80.00;;;;1980.00;;;;;70.00;;70.00;0.00;0.00;0.00;138600.00;0.00;138600.00;
184;OFLOXACIN 400 MG;TAB;0.00;3850.00;0.00;;;3850.00;;;0.00;0.00;;700.00;;;;;3850.00;;;;3850.00;0.00;2695000.00;0.00;0.00;0.00;2695000.00;
185;OFLOXACIN 200 MG;TAB;;;0.00;500.00;;500.00;;;0.00;0.00;;;;531.00;;;;;500.00;;500.00;0.00;0.00;0.00;265500.00;0.00;265500.00;
186;OKSIMETAZOLIN TTS HIDUNG;BTL;;;;89.00;;89.00;;;0.00;0.00;;;;37600.00;;;;;89.00;;89.00;0.00;0.00;0.00;3346400.00;0.00;3346400.00;
187;OKSITOSIN INJ;AMPUL;0.00;0.00;;80.00;;80.00;;;0.00;80.00;;;;1900.00;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
188;OMEPRAZOL 40 MGINJ;VIAL;0.00;0.00;259.00;;;259.00;;;0.00;62.00;;;20737.00;;;;;197.00;;;197.00;0.00;0.00;4085189.00;0.00;0.00;4085189.00;
189;OMEPRAZOL CAP 20 MG;KAPSUL;0.00;0.00;0.00;3870.00;;3870.00;;;0.00;1735.00;;;;154.00;;;;;2135.00;;2135.00;0.00;0.00;0.00;328790.00;0.00;328790.00;
190;ONDANSETRON TAB 4 MG;TAB;0.00;;0.00;324.00;;324.00;;;0.00;165.00;;808.00;;546.00;;;;;159.00;;159.00;0.00;0.00;0.00;86814.00;0.00;86814.00;
191;PAN AMIN G L-INF OTSU;BTL;;;40.00;;;40.00;;;0.00;3.00;;;45950.00;;;;;37.00;;;37.00;0.00;0.00;1700150.00;0.00;0.00;1700150.00;
192;"PANTOCAIN 0;5 %";BTL;;;;233.00;;233.00;;;0.00;3.00;;;;11500.00;;;;;230.00;;230.00;0.00;0.00;0.00;2645000.00;0.00;2645000.00;
193;PARASETAMOL DROPS;BTL;;;;;;0.00;120.00;;120.00;3.00;;;;;7979.00;;;;;117.00;117.00;0.00;0.00;0.00;0.00;933543.00;933543.00;
194;PARASETAMOL SYR 120 MG/5ML;BTL 60 ML;0.00;0.00;;10.00;;10.00;;;0.00;10.00;;;3850.00;3575.00;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
195;PARASETAMOL TAB;TAB;;;;;60600.00;60600.00;;;0.00;1500.00;;;;;63.00;;;;;59100.00;59100.00;0.00;0.00;0.00;0.00;3723300.00;3723300.00;
196;PARASETAMOL INFUS;BTL;;;;;;0.00;1200.00;;1200.00;111.00;;;;;11990.00;;;;;1089.00;1089.00;0.00;0.00;0.00;0.00;13057110.00;13057110.00;
197;PETHIDIN INJ 50MG/ML;AMPUL;956.00;620.00;0.00;;;1576.00;;;0.00;307.00;15950.00;15950.00;;;;649.00;620.00;;;;1269.00;10351550.00;9889000.00;0.00;0.00;0.00;20240550.00;
198;PERAK SULFADIAZIN KRIM 1%(BURNAZIN);TUBE;0.00;;0.00;90.00;;90.00;;;0.00;0.00;;25350.00;;23000.00;;;;;90.00;;90.00;0.00;0.00;0.00;2070000.00;0.00;2070000.00;
199;PRIMAQUIN TAB 15 MG;TAB;;;;1000.00;;1000.00;;;0.00;0.00;;;;269.00;;;;;1000.00;;1000.00;0.00;0.00;0.00;269000.00;0.00;269000.00;
200;PROPRANOLOL TAB 10 MG;TAB;0.00;3300.00;;;;3300.00;;;0.00;3300.00;;84.00;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
201;PYRASINAMIDE TAB 500 MG;TAB;0.00;9300.00;0.00;;;9300.00;;;0.00;0.00;;242.00;;;;;9300.00;;;;9300.00;0.00;2250600.00;0.00;0.00;0.00;2250600.00;
202;QUININ TAB 222 MG;TAB ;54.00;0.00;0.00;;60.00;114.00;;;0.00;0.00;594.00;;;;836.00;54.00;;;;60.00;114.00;32076.00;0.00;0.00;0.00;50160.00;82236.00;
203;"RAMIPRIL TAB 2;5 MG";TAB;;;;300.00;;300.00;800.00;;800.00;0.00;;;;340.00;290.00;;;;300.00;800.00;1100.00;0.00;0.00;0.00;102000.00;232000.00;334000.00;
204;RAMIPRIL TAB 5 MG;TAB;0.00;0.00;;2400.00;;2400.00;;;0.00;0.00;;;;348.00;;;;;2400.00;;2400.00;0.00;0.00;0.00;835200.00;0.00;835200.00;
205;RANITIDIN INJ 25 MG/ 2 ML;AMPUL;0.00;0.00;;3200.00;;3200.00;;;0.00;732.00;;;1872.64;1760.00;;;;;2468.00;;2468.00;0.00;0.00;0.00;4343680.00;0.00;4343680.00;
206;RIFAMPISIN TAB 300 MG;TAB;;;;100.00;;100.00;;;0.00;0.00;;;;899.00;;;;;100.00;;100.00;0.00;0.00;0.00;89900.00;0.00;89900.00;
207;RIFAMPISIN TAB 450 MG;TAB;;;;900.00;300.00;1200.00;;;0.00;0.00;;;;999.00;960.00;;;;900.00;300.00;1200.00;0.00;0.00;0.00;899100.00;288000.00;1187100.00;
208;RIFAMPISIN TAB 600 MG;TAB;0.00;2000.00;0.00;;;2000.00;;;0.00;0.00;;1209.00;;;;;2000.00;;;;2000.00;0.00;2418000.00;0.00;0.00;0.00;2418000.00;
209;RINGER LACTAT INFUS 500 ML;BTL;0.00;0.00;;3899.00;2000.00;5899.00;2680.00;;2680.00;2300.00;;;7150.00;7150.00;7150.00;;;;1599.00;4680.00;6279.00;0.00;0.00;0.00;11432850.00;33462000.00;44894850.00;
210;SALEP 2-4 30 GR;POT;0.00;0.00;53.00;;;53.00;;;0.00;1.00;;;2917.00;;;;;52.00;;;52.00;0.00;0.00;151684.00;0.00;0.00;151684.00;
211;SALBUTAMOL TAB 2 MG;TAB;;;;;;0.00;5700.00;;5700.00;118.00;;;;;64.00;;;;;5582.00;5582.00;0.00;0.00;0.00;0.00;357248.00;357248.00;
212;SALBUTAMOL TAB 4 MG;TAB;0.00;1300.00;0.00;;;1300.00;;;0.00;114.00;;93.00;;;;;1186.00;;;;1186.00;0.00;110298.00;0.00;0.00;0.00;110298.00;
213;SALBUTAMOL SYR;BTL;;;;19.00;;19.00;39.00;;39.00;1.00;;;;5130.00;4446.00;;;;18.00;39.00;57.00;0.00;0.00;0.00;92340.00;173394.00;265734.00;
214;SALBUTAMOL INHALER (DISPAMOL INHALER);BOX;0.00;;0.00;66.00;;66.00;;;0.00;1.00;;70125.00;;41250.00;;;;;65.00;;65.00;0.00;0.00;0.00;2681250.00;0.00;2681250.00;
215;SALBUTAMOL SERB>INH>200MCG(V.ROAHALER);BKS;0.00;110.00;0.00;;;110.00;;;0.00;0.00;;6453.00;;;;;110.00;;;;110.00;0.00;709830.00;0.00;0.00;0.00;709830.00;
216;SEVOFLURAN INH (FORANE);BTL250ML;;;;12.00;;12.00;;;0.00;0.00;;;;695400.00;;;;;12.00;;12.00;0.00;0.00;0.00;8344800.00;0.00;8344800.00;
217;SEVOFLURAN INH (SOJOURN);BTL250ML;0.00;;0.00;19.00;;19.00;;;0.00;0.00;;1320000.00;;1165450.00;;;;;19.00;;19.00;0.00;0.00;0.00;22143550.00;0.00;22143550.00;
218;SIANOCOBALAMIN TAB (VIT B12);TAB;;;;900.00;;900.00;;;0.00;0.00;;;;57.00;;;;;900.00;;900.00;0.00;0.00;0.00;51300.00;0.00;51300.00;
219;SIMVASTATIN TAB 10 MG;TAB;0.00;0.00;;330.00;;330.00;2790.00;;2790.00;296.00;;;136.00;116.00;110.00;;;;34.00;2790.00;2824.00;0.00;0.00;0.00;3944.00;306900.00;310844.00;
220;SIMVASTATIN TAB 20 MG;TAB;;;;3250.00;;3250.00;;;0.00;0.00;;;;250.00;;;;;3250.00;;3250.00;0.00;0.00;0.00;812500.00;0.00;812500.00;
221;SPIRONOLAKTON TAB 25 MG ;TAB;0.00;0.00;;;1300.00;1300.00;;;0.00;220.00;;;328.00;277.00;;;;;1080.00;;1080.00;0.00;0.00;0.00;299160.00;0.00;299160.00;
222;SPIRIVA TIOTROPIUM KAP 18 MCG;KAPSUL;;;;80.00;;80.00;;;0.00;0.00;;;;16200.00;;;;;80.00;;80.00;0.00;0.00;0.00;1296000.00;0.00;1296000.00;
223;SUKRALFAT SYR 500MG/5ML;BTL;;;;;;0.00;167.00;;167.00;9.00;;;;;7789.00;;;;;158.00;158.00;0.00;0.00;0.00;0.00;1230662.00;1230662.00;
224;SULFASALAZINE TAB 500 MG;TAB;;;;800.00;;800.00;;;0.00;0.00;;;;2770.00;;;;;800.00;;800.00;0.00;0.00;0.00;2216000.00;0.00;2216000.00;
225;SULFADOXINE PYRIMETAMINE TAB;TAB;0.00;80.00;0.00;;;80.00;;;0.00;0.00;;572.00;;;;;80.00;;;;80.00;0.00;45760.00;0.00;0.00;0.00;45760.00;
226;"TAMSULOSIN HCL TAB 0;2 MG (HARNAL)";TAB;;;;;;0.00;1680.00;;1680.00;218.00;;;;;7300.00;;;;;1462.00;1462.00;0.00;0.00;0.00;0.00;10672600.00;10672600.00;
227;TIAMAZOL TAB 10 MG /THYROZOL;TAB;;;;;500.00;500.00;;;0.00;0.00;;;;;1225.00;;;;;500.00;500.00;0.00;0.00;0.00;0.00;612500.00;612500.00;
228;TIAMAZOL TAB 5 MG /THYROZOL;TAB;;;;200.00;200.00;400.00;;;0.00;0.00;;;;610.00;630.00;;;;200.00;200.00;400.00;0.00;0.00;0.00;122000.00;126000.00;248000.00;
229;"TIMOLOL TTS MATA 0;50% (ISOTIC)";BTL;;;;436.00;;436.00;;;0.00;13.00;;;;12955.00;;;;;423.00;;423.00;0.00;0.00;0.00;5479965.00;0.00;5479965.00;
230;TRIAMCINOLONE INJ 10 MG/ML;VIAL;0.00;0.00;7.00;;;7.00;;;0.00;0.00;;;85900.00;;;;;7.00;;;7.00;0.00;0.00;601300.00;0.00;0.00;601300.00;
231;TRIAMCINOLONE ACETONIDE NASAL SPRAY 55mcg;BTL;0.00;0.00;;79.00;;79.00;;;0.00;0.00;;;;106750.00;;;;;79.00;;79.00;0.00;0.00;0.00;8433250.00;0.00;8433250.00;
232;TUTOFUSIN OPS;BAG500ML;0.00;0.00;115.00;;;115.00;;;0.00;0.00;;;37500.00;;;;;115.00;;;115.00;0.00;0.00;4312500.00;0.00;0.00;4312500.00;
233;VITAMIN B.KOMPLEKS;TAB;;;;;;0.00;6000.00;;6000.00;200.00;;;;;141.00;;;;;5800.00;5800.00;0.00;0.00;0.00;0.00;817800.00;817800.00;
234;"VICILLIN SX 1;5 GR INJ";VIAL;;;;;;0.00;546.00;;546.00;203.00;;;;;44900.00;;;;;343.00;343.00;0.00;0.00;0.00;0.00;15400700.00;15400700.00;
235;WIDA RL;BTL;0.00;228.00;0.00;;;228.00;;;0.00;0.00;;8000.00;;;;;228.00;;;;228.00;0.00;1824000.00;0.00;0.00;0.00;1824000.00;
236;XYLOCAINE 2% JELLY 10 GR;TUBE;0.00;0.00;0.00;37.00;;37.00;10.00;;10.00;0.00;;;40000.00;40000.00;41600.00;;;;37.00;10.00;47.00;0.00;0.00;0.00;1480000.00;416000.00;1896000.00;
237;ZINC DROPS 10 MG/ML;BTL;0.00;0.00;8.00;;;8.00;;;0.00;0.00;;;12100.00;;;;;8.00;;;8.00;0.00;0.00;96800.00;0.00;0.00;96800.00;
238;ZINC SYR (INTERZINC SYR);BTL 60 ML;0.00;0.00;0.00;492.00;;492.00;;;0.00;24.00;;;;5179.00;;;;;468.00;;468.00;0.00;0.00;0.00;2423772.00;0.00;2423772.00;
239;ZINC TAB 20 MG;TAB;0.00;;;400.00;;400.00;2400.00;;2400.00;65.00;;;;618.00;631.00;;;;335.00;2400.00;2735.00;0.00;0.00;0.00;207030.00;1514400.00;1721430.00;
OBAT NON E CATALOG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;ACYCLOVIR KRIM 5%;TUBE;0.00;0.00;0.00;6.00;;6.00;25.00;;25.00;3.00;;;;3500.00;4500.00;;;;3.00;25.00;28.00;0.00;0.00;0.00;10500.00;112500.00;123000.00;
2;ADONA TAB;TAB;;;;;;0.00;1200.00;;1200.00;0.00;;;;;2800.00;;;;;1200.00;1200.00;0.00;0.00;0.00;0.00;3360000.00;3360000.00;
3;ADANT DISPO;PCS;;;;;;0.00;40.00;;40.00;0.00;;;;;650000.00;;;;;40.00;40.00;0.00;0.00;0.00;0.00;26000000.00;26000000.00;
4;ALINAMIN F;TAB;0.00;;400.00;;;400.00;;;0.00;0.00;;;1100.00;;;;;400.00;;;400.00;0.00;0.00;440000.00;0.00;0.00;440000.00;
5;AMBROXOL TAB 30 MG;TAB;0.00;0.00;0.00;1200.00;;1200.00;10600.00;;10600.00;1100.00;;;;280.00;190.00;;;;100.00;10600.00;10700.00;0.00;0.00;0.00;28000.00;2014000.00;2042000.00;
6;ANTALGIN TAB;TAB;0.00;3300.00;0.00;;;3300.00;;;0.00;100.00;;195.00;;;;;3200.00;;;;3200.00;0.00;624000.00;0.00;0.00;0.00;624000.00;
7;ANVOMER B6;TAB;0.00;;0.00;900.00;;900.00;1260.00;;1260.00;10.00;;;;3333.00;3333.00;;;;890.00;1260.00;2150.00;0.00;0.00;0.00;2966370.00;4199580.00;7165950.00;
8;AQUA MARIS BABY DROPS;BTL;;;;;;0.00;48.00;;48.00;2.00;;;;;132000.00;;;;;46.00;46.00;0.00;0.00;0.00;0.00;6072000.00;6072000.00;
9;APIALYS SYR;BTL;;;;;;0.00;240.00;;240.00;10.00;;;;;37000.00;;;;;230.00;230.00;0.00;0.00;0.00;0.00;8510000.00;8510000.00;
10;APIALYS DROPS;BTL;;;;;;0.00;120.00;;120.00;0.00;;;;;45000.00;;;;;120.00;120.00;0.00;0.00;0.00;0.00;5400000.00;5400000.00;
11;ASAM TRANEKSAMAT  500 MG;TAB;0.00;0.00;0.00;1400.00;;1400.00;;;0.00;433.00;;;;1185.00;;;;;967.00;;967.00;0.00;0.00;0.00;1145895.00;0.00;1145895.00;
12;BERRY VISION;TAB;;;;800.00;;800.00;;;0.00;0.00;;;;4000.00;;;;;800.00;;800.00;0.00;0.00;0.00;3200000.00;0.00;3200000.00;
13;BETADIN KUMUR;BTL;;;;;;0.00;118.00;;118.00;16.00;;;;;13000.00;;;;;102.00;102.00;0.00;0.00;0.00;0.00;1326000.00;1326000.00;
14;BIOPLACENTON SALEP;TUBE;0.00;0.00;0.00;13.00;;13.00;;;0.00;1.00;;;;15000.00;;;;;12.00;;12.00;0.00;0.00;0.00;180000.00;0.00;180000.00;
15;BRALIFEX TTS MATA;BTL;;;;194.00;;194.00;;;0.00;21.00;;;;35000.00;;;;;173.00;;173.00;0.00;0.00;0.00;6055000.00;0.00;6055000.00;
16;CANGKANG KAPSUL 0;KAPSUL;0.00;0.00;1000.00;;;1000.00;;;0.00;0.00;;;74.80;;;;;1000.00;;;1000.00;0.00;0.00;74800.00;0.00;0.00;74800.00;
17;CANGKANG KAPSUL 00;KAPSUL;0.00;0.00;1000.00;;;1000.00;;;0.00;0.00;;;74.80;;;;;1000.00;;;1000.00;0.00;0.00;74800.00;0.00;0.00;74800.00;
18;CARBOZOCROME SOD.SULFO INJ;AMP;0.00;0.00;0.00;14.00;;14.00;430.00;;430.00;28.00;;;;17000.00;16200.00;;;;;416.00;416.00;0.00;0.00;0.00;0.00;6739200.00;6739200.00;
19;CENDO CARPIN;BTL;;;;45.00;;45.00;;;0.00;0.00;;;;25000.00;;;;;45.00;;45.00;0.00;0.00;0.00;1125000.00;0.00;1125000.00;
20;CENDO GLAUPEN;STRIP;;;;332.00;;332.00;;;0.00;1.00;;;;115000.00;;;;;331.00;;331.00;0.00;0.00;0.00;38065000.00;0.00;38065000.00;
21;CENDO HOMOTROPIN;BTL;;;;17.00;;17.00;;;0.00;0.00;;;;50000.00;;;;;17.00;;17.00;0.00;0.00;0.00;850000.00;0.00;850000.00;
22;CENDO NATACEN;STRIP;;;;124.00;;124.00;;;0.00;0.00;;;;55000.00;;;;;124.00;;124.00;0.00;0.00;0.00;6820000.00;0.00;6820000.00;
23;CENDO P.PRED;STRIP;;;;260.00;;260.00;;;0.00;11.00;;;;53492.00;;;;;249.00;;249.00;0.00;0.00;0.00;13319508.00;0.00;13319508.00;
24;CENDO TROPIN;BTL;;;;112.00;;112.00;;;0.00;0.00;;;;18000.00;;;;;112.00;;112.00;0.00;0.00;0.00;2016000.00;0.00;2016000.00;
25;CIMETIDINE 200 MG TAB;TAB;;;;;;0.00;200.00;;200.00;200.00;;;;;2000.00;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
26;CITICOLIN INJ 250 MG/2ML;AMP;;;;;;0.00;320.00;;320.00;30.00;;;;;10200.00;;;;;290.00;290.00;0.00;0.00;0.00;0.00;2958000.00;2958000.00;
27;CITICOLIN TAB 500 MG;AMP;;;;;;0.00;330.00;;330.00;279.00;;;;;8333.00;;;;;51.00;51.00;0.00;0.00;0.00;0.00;424983.00;424983.00;
28;CURVIT TAB;TAB;0.00;0.00;0.00;500.00;;500.00;1550.00;;1550.00;0.00;;;;2600.00;2500.00;;;;500.00;1550.00;2050.00;0.00;0.00;0.00;1300000.00;3875000.00;5175000.00;
29;CYSTONE TAB;;;;;;;0.00;6300.00;;6300.00;10.00;;;;;3950.00;;;;;6290.00;6290.00;0.00;0.00;0.00;0.00;24845500.00;24845500.00;
